Drake	m1
drink-bar	m3
drive	m3
DS	m3
DVD-ROM	m3
dżiu-dżitsu	n
dżu-dżitsu	n
Dżyngis-chan	m1
e-biznes	m3
EBOiR	m3
e-book	m2
EBOR	m3
e-bussiness	m3
EFTA	f
eka-pierwiastek	m3
e-learning	m3
ELTA	f
e-mailing	m3
e-mail	m2
e-mail	m3
e-mailowość	f
empire	m3
En-laj	m1
ensemble	m3
entourage	m3
e-podpis	m3
EPROM	m3
ERM	m3
ESOP	m3
ETA	f
EUROPOL	m3
Exupéry	m1
FADOM	m3
FAMA	f
FAS	m3
FATAH	m3
FAT	m3
Faure	m1
Fayette	m1
FIFA	f
f-ka	f
f-ma	f
FN	m3
Fontaine	m1
Forsythe	m1
Fort-de-France	n
FOZZ	m3
FPŻ	m3
France	m1
Franche-Comté	n
freestyle	m2
freestyle	m3
frezarko-kopiarka	f
frimaire	m3
FSM	m3
full-contact	m3
Gable	m1
gadu-gadu	n
Galsworthy	m1
gamma-globulina	f
GATT	m3
Gaulle	m1
Gay-Lussac	m1
Gennes	m1
genre	m3
George	m1
Georges	m1
Ghelderode	m1
Gide	m1
git-człowiek	m1
GKS	m3
GL	m3
GM	m3
go-cart	m2
go-cart	m3
Google	m3
GOPR	m3
gore-tex	m3
GPRS	m3
GPS	m3
Greenpeace	m3
grisaille	m3
Gross-Rosen	n
grunge	m3
grzbieto-brzuszność	f
GS	m3
GUC	m3
guide	m1
GUS	m3
hardcore	m3
hardware	m3
Harry	m1
ha-szana	n
hate	m3
hatha-joga	f
Hauts-de-Seine	n
HDL	m3
HDZ	m3
head-hunter	m1
Heini-Klopfer-Skiflugschanze	f
Hardy	m1
Henry	m1
herod-baba	f
hetka-pętelka	f
hi-end	m3
hi-fi	n
high-life	m3
high-tech	m3
hi-hat	m3
hip-hop	m3
hip-hopowiec	m1
hip-hopowość	f
HIV	m2
HIV	m3
hokus-pokus	m3
hokus-pokus	n
hot-dog	m2
hot-dog	m3
house	m3
HTML	m2
HTML	m3
Hubble	m1
hula-hoop	n
hula-hop	n
Hyde-Park	m3
IBL	m3
IBM	m3
ICJ	m3
IFOR	m3
IKEA	f
Île-de-France	n
image	m3
IMiD	m3
Ingres	m1
interface	m3
iphone	m2
iPhone	m2
iphone	m3
iPhone	m3
IPN	m3
Irvine	m1
ISBN	m3
ISDN	m3
ISSN	m3
Issyk-kul	n
ITAR-TASS	f
ITAR-TASS	m3
Jacques	m1
Jaques	m1
Jarre	m1
Jarry	m1
Jász-Nagykun-Szolnok	n
jazz-band	m3
jazz-jamboree	n
jazz-rock	m2
jazz-rock	m3
jazz-rockowość	f
Jimmy	m1
jiu-jitsu	n
jo-jo	n
Joule	m1
joule	m3
Joyce	m1
ju-jitsu	n
K2	m3
Kabardo-Bałkaria	f
KAI	m3
Kaj-szek	m1
kala-azar	f
KAL	m3
Kandinsky	m1
Karaczajo-Czerkiesja	f
Kara-Kum	m3
Karpato-Ukraina	f
KBN	m3
KEN	m3
Kennedy	m1
KEP	m3
KERM	m3
Kędzierzyn-Koźle	m3
KGB-ista	m1
kick-boxer	m1
kick-boxing	m3
kipi-kasza	f
KLM	m3
KM	m3
knock-down	m3
knock-out	m3
know-how	n
koka-kola	f
Kon-Tiki	n
KOR	m3
KOR-owiec	m1
KPN	m3
KPZR	m3
KRN	m3
KRRiT	m3
KRS	m3
KRUS	m3
KSAP	m3
KSERM	m3
kujawsko-pomorskie	n
Ku-Klux-Klan	m3
KUL	m3
kulturalno-oświatowy	m1
kung-fu	n
Kyzył-Kum	m3
Lääne-Virumaa	n
Laine	m1
Lamartine	m1
lambeth-walk	m2
LAN	m3
lapis-lazuli	m3
Larousse	m1
Larry	m1
Lawrence	m1
LDL	m3
Leconte	m1
Lefebvre	m1
LETTA	f
Lévi-Strauss	m1
Lisle	m1
Livingstone	m1
lkm	m3
LN	m3
Locke	m1
LOK	m3
LOP	m3
LOT	m3
LPR	m3
Lumiere	m1
LZS	m3
ŁBR	m3
ŁKS	m3
MacCarthy	m1
Magritte	m1
mainframe	m3
majster-klepka	m1
make-up	m3
MAL	m3
manicure	m3
Marchais	m1
Marlowe	m1
Matisse	m1
MB	m3
MBOiR	m3
m-c	m3
MDM	m3
MENA	f
MEN	m3
MEP	m3
Mercury	m1
MF	m3
MGM	m3
Midi-Pyrénées	n
Milne	m1
misz-masz	m3
MKiDN	m3
MKOl	m3
MKS	m3
MN	m3
MOK	m3
Moliére	m1
MON	m3
Monroe	m1
Montaigne	m1
Montgomery	m1
Montmartre	m3
Montparnasse	m3
Moore	m1
MOP	m3
Morse	m1
MOSiR	m3
MPiK	m3
MPiPS	m3
MRR	m3
MS-DOS	m3
MS	m3
MSZ	m3
MŚ	m3
MTS	m3
Multi-Vita	f
music-hall	m3
MWGzZ	m3
MZ	m3
NAFTA	f
NAP	m3
NASA	f
NASK	m3
NEC	m3
NEP	m3
newage’owość	f
NHL	m3
nieanglo-amerykańskość	f
nieaustro-węgierskość	f
niee-mailowość	f
niegrzbieto-brzuszność	f
niehip-hopowość	f
niejazz-rockowość	f
nienon-ironowość	f
nie-NRD-owskość	f
nie-NRF-owskość	f
nie-NSZ-owskość	f
nieosko-umbryjskość	f
nieping-pongowość	f
nie-PiS-owskość	f
niepop-artowskość	f
niepółnoco-wschodniość	f
niepółnoco-zachodniość	f
nie-PTTK-owskość	f
nierock’n’rollowość	f
niesemito-chamickość	f
nie-SLD-owskość	f
niesoftware’owość	f
niestaro-cerkiewno-słowiańskość	f
nietien-szańskość	f
nieuralo-ałtajskość	f
nie-VAT-owskość	f
nie-WAT-owskość	f
niezero-jedynkowość	f
Nightingale	m1
NIK	m3
NIP	m3
NKOl	m3
non-iron	m3
non-ironowość	f
non-violence	f
non-violence	n
NOT	m3
NRD-owskość	f
NRF	m3
NRF-owskość	f
NSDAP-owiec	m1
NSZ	m3
NSZ-owskość	f
Nuku’alofa	f
NZS	m3
O’ahu	f
OAPEC	m3
OBOP	m3
O’Connell	m1
OCR	m3
offside	m3
OIT	m3
O’Neill	m1
one-step	m2
one-step	m3
ONR	m3
ONZ	m3
op-art	m3
OPEC	m3
opéra-ballet	m3
OPZZ	m3
ORMO-wiec	m1
Or-Ot	m1
ORWN	m3
osko-umbryjskość	f
OZN	m3
PAGART	m3
PAH	m3
PAI	m3
PAL	m3
PAM	m3
PANAM	m3
PAN	m3
Panofsky	m1
PAP	m3
party-line	f
Pas-de-Calais	n
passe-partout	n
PAT	m3
PAX	m3
PBKS	m3
PBR	m3
PBS	m3
PDS	m3
pedicure	m3
peep-show	m3
Peguy	m1
Pektu-san	m3
Pen-Club	m3
PEN-Club	m3
penthouse	m3
pepsi-cola	f
performance	m3
PESEL	m3
PFRON	m3
PGM	m3
PGR	m3
pick-up	m3
pickk-uuup	m3
pi-em	m3
Pierre	m1
PIH	m3
pince-nez	n
ping-pong	m2
ping-pongowość	f
PIN	m3
PIP	m3
PiS	m3
PiS-owskość	f
PIT	m3
pitu-pitu	n
PIW	m3
PKF	m3
PKiN	m3
PKOl	m3
PKS	m3
PKWN	m3
ple-ple	n
PLL	m3
PŁ	m3
PN	m3
pocket-book	m3
południo-wschód	m3
południo-zachód	m3
pop-art	m3
pop-artowskość	f
pop-music	f
porno-biznes	m3
porno-film	m3
porno-shop	m3
Port-au-Prince	n
Port-aux-Français	n
porte-parole	m1
porto-franco	n
Port-of-Spain	n
Porto-Novo	n
północo-wschodniość	f
północo-wschód	m3
północo-zachodniość	f
północo-zachód	m3
PPL	m3
PPR	m3
PPS	m3
PRL	m3
P+R	m3
PRON	m3
PR-owiec	m1
PR	m3
PRS	m3
PSL	m3
PS	m3
PSS	m3
PŚ	m3
PTJ	m3
PTTK-owskość	f
PUR	m3
PWN	m3
PZPN	m3
PZPR	m3
PŻM	m3
quiche	m3
Rabelais	m1
Racine	m1
Radetzky	m1
RAF	m3
ragtime	m3
RAI	m3
RAM	m3
RAS	m3
RdR	m3
Redgrave	m1
regime	m3
REGON	m3
remake	m3
Remarque	m1
rendez-vous	n
REN	m3
Resnais	m1
RFN	m3
r-k	m3
RMF	m3
RM	m3
RN	m3
Robbe-Grillet	m1
Robespierre	m1
rocaille	m3
rock’n’roll	m2
rock’n’rollowość	f
rock-opera	f
rolls-royce	m2
ROM	m3
ROP	m3
ROR	m3
ro-ro	m3
Rosz-ha-szana	n
RPN	m3
RUM	m3
RUP	m3
SAAB	m3
SABENA	f
Sade	m1
Saint-Barthélemy	n
Saint-Denis	n
Saint-Martin	n
Saint-Pierre	n
Saint-Simon	m1
SARS	m3
Sartre	m1
SAS	m3
Saussure	m1
savoir-vivre	m3
schwarz-gelber	m1
SCMS	m3
scrabble	m2
scrabble	m3
scs	m3
SDKPiL	m3
Searle	m1
SECAM	m3
semito-chamickość	f
sex-shop	m3
SGGW-AR	f
SGGW-AR	n
SGML	m2
SGML	m3
SGPiS	m3
Shakespeare	m1
short-track	m3
show-biznes	m3
show-business	m3
siècle	m3
SIM	m3
SIMM	m3
s-ka	f
Skarżysko-Kamienna	f
SKOK	m3
SKS	m3
SLD-owskość	f
slow-fox	m2
SM	m3
sms	m2
SMS	m2
sms	m3
SMS	m3
snack-bar	m3
software	m3
software’owość	f
SOK	m3
Sotheby	m1
SPATiF	m3
SPF	m3
SPN	m3
springer-spaniel	m2
SS-man	m1
STAR	m2
staro-cerkiewno-słowiańskość	f
STOCER	m2
stock-car	m3
Stone	m1
stop-klatka	f
Stowe	m1
strip-tease	m3
Strumph-Wojtkiewicz	m1
SUDANAIR	m3
Swinburne	m1
Syr-daria	f
sznaps-baryton	m3
ŚAM	m3
ŚPN	m3
TAB	m3
tai-chi	n
Taine	m1
talk-show	m3
talmi-złoto	n
tam-tamista	m1
tam-tam	m3
Tate	m1
Tele-Fonika	f
tie-break	m2
tie-break	m3
Tien-szan	m3
tien-szańskość	f
timbre	m3
time-sharing	m3
tingel-tangel	m3
TIR	m2
TKJ	m3
TKKF	m3
TOPR	m3
toto-lotek	m2
Toulouse-Lautrec	m1
TOZ	m3
TPN	m3
TPPR	m3
Tracy	m1
tricorne	m3
tse-tse	f
Tse-tung	m1
T-shirt	m3
TS	m3
TUR	m3
UAM	m3
u-boot	m2
U-Boot	m2
UEFA	f
UJ	m3
UKF	m3
u-lock	m2
u-lock	m3
UMCS	m3
UM	m3
UMTS	m3
UNICEF	m3
unicode	m3
UNIX	m2
UNZ	m3
UOP	m3
Updike	m1
upgrade	m3
UPR	m3
UPS	m3
uralo-ałtajskość	f
URL	m3
URM	m3
URz	m3
US	m3
UŚl	m3
UŚ	m3
UWM	m3
UWr	m3
UZ	m3
Valéry	m1
VAT	m3
VAT-owskość	f
VCR	m3
Verlaine	m1
Verne	m1
VHF	m3
VHS	m3
VIP	m1
vis-à-vis	n
vol-au-vent	n
V-pocisk	m3
walkie-talkie	n
Wallace	m1
WAN	m3
WAP	m3
warmińsko-mazurskie	n
WAT	m3
WAT-owskość	f
Wayne	m1
WBZ	m3
WEP	m3
wf	m3
WF	m3
White	m1
wideo-art	m3
WIG	m3
Wilde	m1
Willy	m1
WiN	m3
WiP	m3
WKR	m3
won-ton	m3
WOP	m3
WOPR	m3
WOŚP	m3
WRN	m3
WRON	m3
WSiP	m3
WSM	m3
wu-wei	n
W-wa	f
W-Z	f
XML	m2
XML	m3
yacht-club	m3
ylang-ylang	n
yo-yo	n
ZAIKS	m3
ZASP	m3
ZBoWiD	m3
ZBOWiD	m3
z-ca	m1
ZChN	m3
Z-dy	n:pt
zero-jedynkowość	f
zgaduj-zgadula	f
ZMS	m3
ZOM	m3
ZOSP	m3
ZOZ	m3
ZSL	m3
ZS	m3
ZSZ	m3
ZUS	m3
ZWM	m3
ZWZ	m3
ZZ	m3
żeń-szeń	m3
żniwiarko-młockarnia	f
ŻOB	m3

